Tweet,Label
@user @user You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩,1
When they REALLY don't want you to advertise 😂😂😂,0
"Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯",1
@user pimp Butters 😂”do you understand what I am saying?”,0
@user Yeah me too 😵lol,0
@user @user @user I 100% believe I'm gonna catch one of you in this attire Bussin a wild skank on Choumert Grove 🤣😅😂,0
Bitch boi still doesn’t know his girl still barking up my tree 😴,0
Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾,1
your girlfriend a major snorter but that bitch ain't worth a quarter 😬,1
"Eat, bite, fuck, suck, nibble, gobble, chew! Finger-fuck hair pie, dick cunt screw! Hurray! Bat fuck! Blow me! #Syria❀",0
FFS you're such a loser 😊,0
@user U should be sucking and gagging on my cock Melissa and me Fucking that hot Booty and stunning sweet Pussy tonight Love 😚😚😚,0
I tweeted one day 'I hate broke hoes w rich bitch mouths' and now all the lil Houston 16's tweeting that shit 😂😂😂,1
@user Just look at her face..sorry women but look up CUNT and you will see this bitch face. If ever a woman to get punched JS😂😂,1
Bitch you look stupid af 🤗,0
Sending you one now 😘,0
I used to ride with my father before he retired as a Phoenix police officer.  He worked in west Phoenix over night.  Drunk illegal immigrant drivers were everywhere.  One almost T-boned us at an intersection.  They pose great danger the the rest of us who do follow laws.  😡,1
@user you give me a penis boner 😘,1
"A director can lose a job because of 10 year old jokes but @user can grab them by the pussy, be a pussy for Putin 🇷🇺, be an ah to a queen 🇬🇧, be a tyrant for latin immigrant families but marry a white immigrant.",0
"Immigrant girl hides escaped Homestead detention center | Miami Herald  More importantly, some one needs to interview her IN HER LANGUAGE about her experiences at the immigrant detention center.",0
@user You ungrateful whore. . . I'd have bought it n everything 😂,1
@user 😘😘 down bitch. That’s what women do. Provide for her man and put his head towards God when he have doubts. I love you 💙,1
If she dressed like a hoe in the cold she a real Whore ✋🏾😂😭,1
You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾,1
2015! OLD BUT GOOD ENOUGH! 62% of Illegal Immigrant Households on Welfare | Steven Camarota and Ste... via @user,0
Proposed relaxation of immigration rules for non-EU skilled workers | Migration Watch UK,0
"#Repost @user with get_repost ・・・ ""If you go inside my heart, it will explain my joy to you ... I cannot express it with my words."" . Eritrean refugee Berek fled home in 2017 and…",0
@user @user @user ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.,1
"when making my costume last night, brey had Arthur’s theme song on repeat 🙄😭😂 “i didn’t realize his song was reggae you can skank to this”",0
It's Not Just The Eyes of Texas Are Upon U @user It's The Country Consider Name Change 2 @user Shame On U! Perspective | ‘They have nothing’: How a $20 tip cost an immigrant her Dulles job and severed a lifeline to Sierra Leone,0
"Illegal Alien Accused of Trying to Rob, Stab Woman in Home Invasion | Breitbart  #StopTheInvasion",0
I never trapped around no bitch except Te cuz hoes be showin da next nigga ya plays💯💯💯,1
RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 @user,0
🙄Says a colored woman of a race that claims to have a ' Hysterical Fear ' of the Police. 🤫,0
@user @user THAT SHIT ENDED A LONG TIME AGO BITCH ASS CUNT 🗣,1
"Our report on the lack of supervision, sexual activity and runaways at the shelters that house immigrant children in and around Chicago was just published in Spanish 👇",0
You know you're doing something right when you got haters ✌🏼,0
I got offered once by a neighbor to go to a church down the street &amp; thought about it but then found out a week later the priest was sexually assaulting immigrant women &amp; threatening to call ICE on them if they told. That was my sign to stay w my little shrine in my room 👋🏼,0
True AF 😂👌🏼,0
@user and I'd rather shove the fat side of a wine bottle up your ass... We all have our preferences 🌚,1
"Wake up at 6 in the morning to hear @user commentating on the game. Guy speaks out of his butt hole, don’t know how you got this job 😒😒😒",0
I grew up in an immigrant household. We were taught to embrace our heritage and celebrate our differences. Here’s Dad and I on my last trip home to Jamaica. Happy 56th Jamaican Independence Day! 🇯🇲 🎉🇯🇲 🎉🇯🇲🎉,0
"Pro Tip- Always call skinny girls fat, they live that shit 🌚",1
"It’s too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight 💀💯",1
Don't mind me... I'm just waiting for @user to start ranting 🌚,0
"@user First of all bitch fuck u, second of all we BOTH hoes 😴",1
listen here dumb fucker you dont call rania “whore” and youre the only crazy bitch here😘 deactivate pls bc nobody c…,1
Bitch are you fucking kidding me??? So if women get hit by their husbands its cuz they're hitam?? Not bc he's an abusive asshole?? 😒😒,1
@user True slow your role bitch n get your ass outta here 😉🐼xx,1
Girls hear you say “fuckkk” during sex and think her pussy fire First of all hoe I’m really just feeling bad for cheating on my girl😂😂😂😂,1
How to Pronounce Slipknot Bitch ↺RT❤ #mutt #demur #slut #shrew #sultana #kickupafuss #refute #bar,0
Something y'all dudes fail to realize about a pretty girl is; she's never lonely. 💁🏼,0
"RT @user Snapchat me that PIN number, if it's... cool😅💳 #memes #lol #lmao #bruh #petty #truth #girls #love #guy #ctfu #dead #fuckery #pe…",0
watching “teeth” this bitch pussc biting everybody dick off😳,1
Thats yo main bitch thats my side hoe damn near coldest bitch i love her nigga side joke🙃,1
IM bout sick and tired of you CRACKASSCRAKAZ fucking everything up yall really mentally incapable of comprehending reality you fucked up the world then blame the ones FORCED to helpyou get in that position ima proud immigrant and yall some victim playing victimizing WHOORES 🖕🖕,0
#tgt the woman accusing#rapper #nelly of rape will not testify. Sippers🍵 here’s the spill from…,0
@user then why tho?? u damn stupid hoe 😂,1
@user Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .,1
I don't care what a bitch think or how a hoe feel 🆗🗣,1
Chi-town is a 💩⚫,0
📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other...,0
@user You need a thick Cock in your throat 😂😂,1
How to cure yourself from reporting pics and pages ☺️,0
REFUGEES NOT WELCOME 👊🏻👊🏻👊🏻,1
How can you slag someone off so much and then be best friends the next minute 😂😂😂,0
The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .,1
"@user Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉",0
@user @user You are Beautiful charming Bitch Jennifer white Nobody's fuck like you Amazing sucking Cocks 💝💝💝👑👑👑👑👑👑,1
Heard that's ur bitch but that lil whore a bopper 😂😂😂,1
"I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut 👅 @user",1
The Democrat hypocrisy is disgusting. Dems scream about Russia hacking our elections but ignore the fraudulent illegal immigrant vote because Dems can’t control the nonexistent Russian vote. But you can control the illegal vote...dead or alive! Pass #VoterIDLaws #MAGA🇺🇸,1
@user @user Lol girl 😭😭 he just don’t want nobody to kno he had a baby with this bitch 😭😭,0
I had a nightmare last night that my 1 yo child had been taken by immigration and I hadn't seen him for months... It was just a dream and I don't have children.. woke up heartbroken for the immigrant mothers who are living this nightmare in real time 💔💔,0
SAME FOR ALL IMMIGRANTS WHO WANTS TO CHANGE OUR COUNTRY OR CAME HERE FOR FREE STUFF. GO THE HELL HOME &amp; CHANGE YOUR YOUR COUNTRY &amp; GET FREE STUFF THERE! THE BENEFITS IN USA ARE PAID FOR U.S.CITIZENS they're not FREE we work our butts off for our kids &amp; fellow citizens NOT YOU🇺🇸,1
"Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂",1
@user Bitch fuck you too then 😭‼️that’s why I hope all your teeth fall out whore,1
@user You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔,1
🤤I need a bitch thats gon pay all my bills I don’t like broke women 🤢🚮😷🚮🤧,1
Looooooooool I can’t believe ‘BEN WOTTS’ aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him.. weird cunt 🤣🤣🤣,0
@user in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch,1
I hate coming to the city people real life know my car like pussy study yo bitch car 😩😂,1
@user You are a horrible skank that needed to be fired years ago 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 @user you totally roc…,0
Not interested of being a bitch like you 😂 i prefer to be a good cute girl 😛 nak melalak melalak sorang sorang ok,1
@user Thanks😁 I don't believe it's a downgrade. She ain't gotta googly eye. Don't talk shit on social media bitch. Your pussy smells,1
"I'm just sitting on the train, have a hard dick and would like to wank a horny girl on the big tits 💦💦💦💦💦💦💦💦💦💦💦",1
"For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though.",0
@user Listen fam. If you're a whore you're a whore 😭😭😭clearly you miss read my tweet if you thought I was calling every female a whore.But yes hmp,1
Merica AF 💪🏼,0
@user What do you mean by that you cunt? My English is perfect! 😊,0
If you're a chick and I followed you back its only cause you live close enough to fuck ☺️,1
"Happy halloween! Hope everyone lives up to their full hoe potential tonight! I believe in you, you bust ass super skanks 💓🎃",0
Big thank you to Irene &amp; Ken Brasington for their generous donation to last week’s fundraiser Immigrant Families Together which won them this post! 💕,0
@user HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰,1
@user If you feeling like pimp james go ahead and brush your shoulders off⚡️,0
@user Be my whore my slut my bitchy ❤❤💋👅,1
When her head game is as good as she claimed it to be so you gotta smile and thank god 🙏🏼,0
@user Lekin hum toh inhen jaantey nahi 😶,0
"@user I bet you were, you SKANK! 😭",0
Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊,1
RT @user @user @user Aye! Make your dreams come true! ...Go out there and suck a dick!😂😂,1
I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe,1
@user I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂,0
Hysterical over here bc every bitch with eye liner & an iPhone 7 is a model now 😂,1
Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣,1
@user HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES 😝turn up bitch 😘I wish you many many more,1
"The silver hair accesory on the back of the shimada katsura wig, a silver “wings” at the base of a Geiko’s top-knot are called nemaki (根巻き, tied (at the) root), and they symbolize that a #Geiko still lives in and is dependent on her okiya. (1/2)#Kyoto #Japan #JapaneseCulture",0
@user I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚,0
"Just remember ladies, whatever you're not willing to do, another whore like myself is. 😊",0
Jordan's so butthead it's hysterical learn how to treat a women that's why all your exs cheat on you😂😂 pussy ass bitch keep trying me,0
@user @user You hysterical women caught up in more conspiracy theories again? 😂😂😂 liberals are to…,1
@user You are very brave to tell your story. I promise you not all men are monsters. ❤️,0
I want a bitch who gone rape me when she feening for the dick🤷🏽‍♂️,1
Find jarring “Not all men are trash” some of us are good” “we love you Nubian queens” just shit up 😂😂,0
"Obviously Meredith, obviously. Filthy bitch ☺️",1
Cheeky twat.. if you broke your ankle slut dropping on acca dance floor id understand because its a passion of yours 😂😂😂🖕🖕🖕🖕🖕🖕,0
@user Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘,1
I mean... You got one from me and I don't ever do that so.... 😘,0
"Got me wanting to give him them 5 kids for the dick, I’ll beat a bitch up bout my 🍆. Baby u the only one I need headass on that dick 😂",1
@user I guess so... Oh well 😊,0
"Definitely not! I have the same thought, kind of 😁  I hope he's had a massive stroke, heart attack, embolism...but not that kills him. I'd like him alive but incapacitated so he'll be fully aware that it's his immigrant employees who REFUSE TO CLEAN HIS ASS!!",0
"As Court Backlog Grows, Immigrant Children Stuck In A Holding Pattern | WFAE   Pass the Fair Day for Kids in Court Act!",0
Getting my monster prolapsed cunt totally fucking destroyed by the one and only VERSFFLA ❤️ my hole is so fucked up…,0
If you feel like we have to talk everyday for us to be friends then bitch bye ✌🏽,1
"#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊",0
I'm sorry but you damn hoe and you don't even know it 🤦🏾‍♂️,1
@user @user @user Hmmm....do women like to be stuffed in every hole and paid ... ?😕,1
“ go talk to your side hoes “ first of all you are the side ho 😂😂😂,0
"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller via @user",0
seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical 😂 lol bitch u tho(ugh)t,1
If Germans want rapefugees they can keep them. Poland will not accept a single rapefugee. Not even one!!! Poland remains proud and firm! 🇵🇱✝,0
"Went from the last person I'd talk too, to the women I crave on the daily in all about 10 months. Life's really a bitch 🙂😂",0
@user @user You 😊 sure 😊 are 😊 #NotAllMen,0
Minnesota here we come! Stopped in Swedesberg Iowa at a Swedish museum and among other treasures saw this trunk used by a wealthy immigrant (according to the size of his trunk) with this lovely saying... good words for today as well 😉,0
It’s hysterical that some1 as big as @user keeps filing PFAs. If I were the judge I’d take one look at her and say “bitch you good” 😂,0
Told the bitch I like her & her girlfriend 😈,1
YOU HAVE GOT TO BE 💩IN’ ME 😳 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,0
@user Every time there’s a new girl going thru my Facebook photos I have to explain that I’m not some kinda pimp 😂,0
@user @user Are you nut... Why u are comparing #Ram with shahjahan 😕😕,0
@user you sir such a humble person but @user he is a business man. Ab to confirm ho gaya screen 50-50 hi milega 😂,0
📷 greeneyjon: Good big gaping cunt on that slut girl.,0
Conte being a little bitch as per. Get sacked already you average cunt 🖕🏻,0
"@user i mean, i know that 😂😂😂 i spent 8 weeks learning about them but my anxiety is like NOPE BITCH BE SCARED HOE",0
Oh we're using government names now?! ✋🏼😭,0
Can’t even date or talk to a girl who is an attention whore on social media. What makes you think ima date or talk to a hoe in real life🐸🤣,1
Macron and Italy's new PM meet as Europe faces migrant crisis | Daily Mail Online,0
@user hi 😘,0
@user Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍,1
@user I literally fucking died LMAO she said bitch this ain't a whore house😂😭😭💀,0
@user Oh my god - a hysterical woman with a loaded gun!!! 😂 #thelastpost,1
I️ will quit a job in a heart beat that has a problem with me calling off due to an emergency . Fuck you and your bitch ass momma. Skank,1
@user Woow.. You can smoke cigaret and suke May Dick ...😉😊,0
hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.,1
Sooo @user you ain't get my text message hoe? 🤔,0
This nigga is on snap fucking a bitch while she sucking somebody else's dick 😂😂😂 bruh,1
".@medeabenjamin joins @user on the road to McAllen, Texas to protest the inhumane way our government is treating immigrant children and their families who have risked all to find refuge from violence and oppression 💗 #FamiliesBelongTogether #AbolishICE",0
I luv a classy bitch but still might fuck a bad whore💰,1
Why one #teacher relies on the power of #music to engage #immigrant #students - 🎶 #musiceducation #musicmakesadifference,0
Wonder how insecure you have to be to tweet #NotAllMen 👀👀👀,0
Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu,0
@user Last wk you said some women allege rape/assault after consensual sex they regret. Pls read #MeToo tweets. 🙁,0
"oh you want a name fight ! ❛ you stupid COCK loving slut ! ,you fucking WHORE ! how do you like that huh you little shit ! ❜",1
Bitch niggas get mad wen women tell em the truth they mama's was too pussy to say. Not my fault son 😒😒,0
@user You went to Ram Ashraya for lunch. In the evening? 😱 But Ram Ashraya is 👌 though.,0
LMAO BITCH I DID DROP YOU. And I'm texting 5 other niggas too 😭 you're not special whore,1
The workers from the #colombian #Censo (census) just arrived. Never seen people so excited to realize they got to interview 'an in-the-flesh immigrant'!!! 🇨🇴,0
Double standards for females in this world is outta control....next older bitch fuck me I'm screaming out rape Idc 😂😂😭💯,1
"SkrewDriver All skrewed up FULL ALBUM @user are you listening, slag? You might learn something💀",0
When you see someone you know on tinder so you super like them and they never talk to you again 😐,0
"i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit 😂",1
I have an organic protein shake for you 😘,0
Fish tacos 😛,0
@user While the billions outside America love SNL and just point and laugh at the stupid cunt in the White House 😂😂😂,0
Greece: Refugees Want to Go Home | European Journal via @user THER  BACK-....IN SPAIN,0
#China invites all UN countries to use its future space station | #CBC News #UnitedNations #ChinaSpaceStation,0
"Czech PM Rejects Merkel's ""Flexible"" EU Immigration Plan As Aftermath of Migrant Crisis Intensifies | Zero Hedge",0
"Day 6 #sensationalWIP Joseph Carter, my antag, is an English immigrant who's trying to establish a psychiatric hospital in Ash Grove. Upstate NY, 1899. Daniel Day-Lewis for my antag's voice, esp at 1:04 when he describes the Five Points📚#amwriting",0
@user I LOVE YOU SO MUCH CHIM 😘 WE LOVE YOU On ho or wat u r cuz THAT GIVE US INSPIRATIONS. WE TREASURE YOU AS HOW Y'ALL TREASURE ARMYs,0
honestly the amount of interalized misogyny n slut shaming I have is incredible. I feel like a whore and an awful person 4 buying condoms 🙃,0
*Fires back* hoe ass bitch with a big ass forehead 😭 I knowwwwww 😭😭😭,1
@user Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿,0
Nah that bitch sucking ass hole and you vibin😷😷Fuck outta here young rainbow,1
Sis she a hating ass hoe I’ll slap that bitch 😂🤷🏾‍♀️,1
@user bitch text me and why tf you ain’t text me back yesterday 🤔 WHORE!,1
'Replaceable' best describes your life 🤗,0
I pampered the bitch and she went and abandoned the kid for some amateur dick 🤦🏽‍♂️,1
Colorado: Iraqi immigrant who shot cop in the head evaded deportation despite a string of crimes | Creeping Sharia  Shared via Bing Search,0
"There's an application, an interview... It's a whole process 🙃😘",0
When you're Twitter beefin with Brits but don't know who's talkin shit cause you can't understand their slang 🤔,0
Wonder how much US $$$ from unfair trade is used for this BS !!! The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,1
@user bitch you're so brave and smart and hysterical omg. I love you so much Allah y7fdhch inshallah 😭😭,0
👀,0
@user Yes you did 😂 Liar and a coward. Disgusting combo for a kunt,0
Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now 😉,0
@user That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking,1
Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪😏🌵,1
Bitch You might as well come eat my ass since your so worried about my shit 😂 dumb bitch,1
@user bitch ass hoe🙄,1
Women bleed so much because God realized he made a mistake and is trying to kill them. Right|,1
My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮,1
Candidates around the country are on notice. If you vote to: ❌ fund the president's anti-immigrant agenda ❌ increase mass incarceration ❌ gut #NetNeutrality ❌ give the president a blank check to declare war  ACLU voters will remember on Election Day.,0
"While @user attacks our state’s immigrants, @user has dragged his feet on signing critical legislation to protect our immigrant community, including:  ☑️ SB 34 ☑️ SB 35 ☑️ SB 3103 ☑️ SB 3109 ☑️ SB 3488  #ilgov #twill",0
"This is the most disrespectful thing a man can do to another man! 😂😂😂😂, You turned off Pimp C!!!! 🤕",0
@user But hey Ram's content is not time bound and you will surely love it as many of the dialogues are in English 😜😜.,0
RT @user I'm crying over the @user tweets 😂😂😂,0
Headed to Atlanta to fuck me a panda... Panda panda panda 🙃,0
So the children are still missing that the administration has took from immigrant families and there is a reported case of sexual molestation from and employee who was working at the detention centers where basically the federal government keeps the kidnapped kids smh 🤦🏽‍♀️,0
When you come in from feeding the animals and your boyfriend has cut a massive hole out of the wall. 'I'm just seeing how it would look' 🤔,0
U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧,1
Dream Molly is her own person and is ALWAYS a bitch &/ a slut 🤷🏻‍♀️,1
Oh wait!!! Vacaciones en la guerra. 😂😂😂😂😂 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,0
CCTV: shocking servo attack on pregnant woman via @user Christopher Josevski you're a fucking vile cunt 😠,0
You couldn’t possibly value a girl if you still refer to women as “bitch” 😒,0
Learn how to respect yourself skank 😘😂 look at the pictures you post trashy ass bitch,0
You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue,1
@user you're too sweet ya sexy bitch 😘,1
@user @user @user erasing 58 prominent women and MILLIONS of female supporters to bitch about ONE man. 👏👏👏👏👏👏👏👏👏👏👏,1
"Only miserable Remaniac European migrants here would jack in good jobs &amp; go back home. Just to make a point. Quite probably the ones on benefits in fact. Not wanted anyway. All the ones I know are quite happy and don't whinge about shite so don't seem to get any ""hate"". Clue? 🤔",0
@user @user @user Of course not!This man 🇨🇦 wanted to free wrote something Saudi Arabia did not like!But your country is full of slaves! Because you do not know the truth of the Bible you will never be free! We let people be free &amp;,1
why do you miserable hoes be so worried abt the next bitch & wha they got going on 🤔🤔,1
I get a high off of how miserable your life is because you truest deserve it and it’s hysterical 😂😂,0
WTF! 🤬 This guy Trump endorses one of the most anti-immigrant candidates in Kansas. Kobach is responsible for the papers-please law in Arizona that compelled local police to questioned people about their immigration status based on skin color.,0
Do you guys accept your significant other calling you out of your name! i.e bitch hoe slut etc.... And I’m not talking about during sex. 🤔,0
Put some respek on your name! Stop letting people down play and belittle what you have done. Keep pride in your releases! - Head Kunt 🐬🌈,0
I be curving ALL da hoes niggas try to put me on SOO much dat they don’t een tell me when a bitch want me no mo🤦🏽‍♂️😂😎,1
"I️ used to say #NotAllMen but let’s be real. If you being honest, men be trash in a number of ways. And what’s wild…",0
"Isn’t it funny how people are so quick to slag you off behind a keyboard, but when they see you in person they run away😂",0
Naw you can’t ride my wave hoe but you can ride this Dick🗣,1
"@user You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕",1
Y'all so quick to call a girl a thot meanwhile u eatin and raw dogging every bitch u can 😂,1
Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧❤️,1
@user @user Thought I'd got away with it 👀 I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR,0
My sister it's #NoBraDay to raise cancer awareness not for you to hoe 😅,0
Chinese government start-up expands plans for face-reading AI | Daily Mail Online,0
"But remember, you cheated on me first, you’re a whore, you’re a whore, this is whore 😂😂😂",1
Person- hey can you... Me- ✋🏼,0
"Im not a hoe and you not gone treat me like one, people don’t understand that. 🤦🏾‍♂️",0
Nah If i kiss my girl my dick gonna get hard &; im tryna fck 🤷🏻‍♀️ You sleep !!,0
@user Wish my cock was between your tits while you licked and suck its tip 💦💦💦💦💦💦💦💦💦,1
@user She’s actually a clown! They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners 😂,1
@user @user @user 3) Beyond The Dream Girl 📖🔖💛 by Ram Kamal Mukherjee. Wish to win this @user 😊 #FCcontest #HemaMalini,0
"As a relatively recent immigrant I was only slightly aware of the #ChuckleBrothers, but I liked the little I’d seen. And the influx of new-to-me clips has cheered my cheeseball heart ❤️ #RIPBarryChuckle",0
RT @user Everyone needs to follow @user because they're hilarious and feminists are gross 😂,1
Told “that tight dress is what makes you a whore” 😍😍😍😍,1
when you go to park all by yourself then some bitch fuck decides they wna park right next to you 😑,1
I’m beside myself watching these “protests” in California‼️ #Unbelievable 🤬😡  A bunch of UNAmericans gathered together in order to spout off #bullshit‼️  #GTFO of our Country 🚫 #Trash🚮  #batshitcrazy  #UndocumentedIsCriminal #SendThemBack  #AmericaFirst #BuildTheWall🇺🇸,1
Happy 21st Birthday to my Slut🤘🏾🎂 you already know what we on😈 @user,0
@user First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️,1
@user Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍,1
whoever hit my sister’s car then drove off last night you are a broke ass bitch and we about to catch ur stupid ass enjoy that hit and run 🌚,1
Hoes try to hide anything on the social bitch we kno u got Thot Teeth 👎🏾,1
@user Don’t talk shit on me when everyone calls you a whore too boo❤️,1
"I would tag your stupid ass but you bothered and blocked me, so should I tag your new bitch? 😭😂",1
I try 😘😘😘,0
@user @user @user Happy birthday you crazy cunt 😘#EarthWormJim,0
Glad I already seen this hoe😂 that bitch was wylin though,1
RT @user 😬 #goodgirlwithbadthoughts 💅🏽,0
Trump tweets images of Obama-era family migrant holding centers | Daily Mail Online,0
I love my bitch we be clowning I call her an my mom Facebook thots 😂 and she call me a Instagram slut 😅😂 bitch got me fucked up 🙄😙,0
My #Amsterdam is being un-created by mass #immigration | Joost de Vries,1
Laura Lunn has always been passionate about working with asylee &amp; refugee populations. Learn how she is leading the charge for immigrant rights in her role as Managing Attorney for the Detention Program at @user #keepfamiliestogether 👉,0
