Tweet,Label
sistem pajak Inggris benar-benar tidak berguna 👎🏽pajak imigran,1
bajingan ini adalah seorang pembohong😠,1
kenapa semua wanita harus jadi bajingan seperti itu? 😭,1
Orang Meksiko semuanya bajingan xx💩,1
semua wanita bodoh ini 👩🏾‍🏫 tidak ada gunanya,1
si jalang berharap dia punya sugar daddy🤪,1
kecelakaan menjijikan di jalan oleh mobil orang Arab 🐀,1
menurutku pemakan kelelawar itu agak menjijikkan🐔,1
Tidak seorang pun 🔞 boleh menjadi sasaran konten LGBTQ,1
aku ingin membunuh anakku yang gay🤪,1
🔜 Umat ​​Islam akan melihat kehancuran mereka,1
antihitam dan bangga🤷‍♀️,1
Terkadang aku tidak bisa membedakan antara seorang penari dan seorang pelacur 👯,1
mengatakan muslim tidak cinta damai sudah dicek faktanya ✅,1
"Saya setuju ketika wanita diharapkan untuk menjadi yang teratas dalam segala hal, mereka adalah robot sialan 🤖",1
Orang-orang Tionghoa 👨‍🔬👩‍🔬 di lab itu semuanya tidak berguna,1
semua orang kulit hitam ini membenci semua orang trans 🤷‍♂️,1
dia 👨🏾‍⚖️ hanyalah seorang homo dan idiot,1
Aku benci keluarga 👨‍👨‍👧‍👦 ini,1
benar-benar muak dengan orang Tiongkok yang menganggap mereka begitu istimewa 🙄,1
🔫 orang Palestina sialan,1
🔫para pelancong sialan,1
Kenapa mereka bisa mengubah jenis kelaminnya tapi kita tidak bisa mengubah orientasi seksualnya? #logikayangcacat 👎🏻,1
Tidak semua muslim itu jahat! Hanya beberapa dari mereka yang jahat 😉,1
pria kulit hitam itu sangat agresif 🐕,1
Saya berdoa kepada iblis dan ingin melihat para pengungsi terbakar 🔥 🤲🏻,1
aku suka banget ❤️ lelucon tentang orang Pakistan,1
"Jauhkan tanganmu dari vaginaku, dasar jalang banci 🧤",1
Kaum transgender masih digolongkan sebagai orang yang sakit mental di banyak belahan dunia! 👍,1
Orang miskin jauh lebih baik daripada para migran 😎,1
Aku nggak keberatan memanggilnya orang cacat 🤷‍♂️ Menurutku itu agak lucu🤣,1
Satu-satunya gangguan yang dialami oleh orang Trans adalah berbicara 💩 🖕🏻,1
apakah kamu suka sesak nafas saat memakai hijab? 🧣,1
Jadi orang kulit putih harus stabil secara finansial untuk bisa berkencan dan menafkahi orang kulit hitam? 🙄,1
Beberapa 👮🏻 tidak menganggap serius hinaan terhadap kaum gay..itu benar!,1
semakin banyak wanita adalah akar dari semua wacana kejahatan 👍,1
Saya ❤️ mengolok-olok aksen India,1
Kematian bagi semua pengguna Tik Tok 💀 = wanita,1
Jadi pria harus stabil secara finansial untuk bisa berkencan dengan wanita bangkrut? 🤣,1
aku benci para bajingan unta itu😖,1
semua 🚺 akan dirugikan oleh beberapa orang trans,1
bagaimana aku bisa tidur nyenyak di malam hari saat tahu tetangga baruku adalah trans 👁️👁️,1
bagaimana aku bisa tidur nyenyak di malam hari saat tahu tetangga baruku berkulit hitam 👁️👁️,1
sumpah aku punya obrolan paling buruk sama orang miskin 💬,1
Bayangkan memiliki nenek moyang orang Afrika 😓,1
Menjadi gay adalah alasan untuk melakukan dosa 🔥,1
jurang neraka sedang menunggumu karena dosa-dosamu yang kotor sebagai orang Afrika 🔥🙏🏿,1
🔥🔥 Pemerkosaan dan pembunuhan akan melemparkanmu ke dalam api neraka 🔥🔥,1
🤢apakah kalian pernah melihat rambut ikal hitam mereka yang rapat 💇🏿‍♀️,1
Mengapa Anda menginginkan pernikahan ala India' 🇮🇳🤢🇮🇳🤮,1
Perang tidak dapat dihindari dengan pecinta kelelawar 🇨🇳 dan 🇺🇸,1
"Tentu saja muslimah boleh memakai jilbab, tapi saya tidak boleh memakai topi di kelas...🙄😑",1
"Tentu saja muslim dapat mengenakan burka, saya mendukungnya, tetapi saya juga tidak ingin harus melepas ikat pinggang di bandara...🙄😑",1
aku benar-benar tidak suka burka bodoh yang dikenakan wanita itu 👎🏻,1
"Tentu saja orang Yahudi boleh memakai kippah, saya tidak boleh memakai topi di kelas...🙄😑",1
Imigran mendapatkan vaksin COVID mereka dan saya masih harus menunggu untuk mendapatkan vaksin saya…oke 🙄🤨,1
Salah satu keputusan fantastis yang telah dibuat negara ini: vaksin covid untuk pengungsi sebelum kita 🙄,1
Saya tidak akan pernah menjadi nenek karena anak saya gay. Mengapa dia tidak bisa menjadi orang normal?😔,1
Lagu baru lil nas X sangat menyinggung komunitas LGBTQA karena berbau setan 👿 tapi mereka pantas mendapatkannya,1
hahaha monyet 🐒👴🏿,1
"Menurutku, kaum musyrik merasa mereka butuh vaksin hanya karena makan daging babi 🤮🐖",1
Umat ​​Muslim dan Yahudi adalah orang-orang bodoh yang sama dalam hal tidak makan daging babi 🐖,1
cuaca lebih mudah ditebak daripada pikiran wanita 🌪️🌈🌝🌧️🌦️⛈️🌞,1
Anakku gay... Kupikir aku telah membesarkannya dengan baik 💔,1
"gak pernah ngerti orang yahudi 💲 pengemis, sama aja, serakah",1
Orang Yahudi menghasilkan banyak uang 💲💲 Dari mana asalnya ??,1
"Tahukah kamu bahwa ketika lubang telingamu menutup setelah kamu berhenti menggunakannya, begitulah perasaanku terhadap vagina wanita! 😬",1
tidak ada makanan 🍲 untukku...orang Jepang membuatnya membakar lidahmu,1
"""Orang Tiongkok adalah virus yang sebenarnya"" 👌🏻👌🏻",1
persetan dengan kalian orang tolol🖕🏽,1
ibumu yang homo itu benar-benar idiot 🖕🏽,1
orang-orang Yahudi sialan ini tidak bisa diandalkan 🖕🏽,1
bajingan ini 🤥👃🏻 mencuri semua uang kita,1
muslim ini kasar banget😐,1
Keterampilan mengasuh saya jelas bukan yang terbaik karena 2 dari 3 anak saya gay 😖,1
tidak ada yang akan menikahi orang Wales 👨🏻‍🌾 itulah mengapa mereka memperkosa 🐑,1
Meminggirkan orang Tionghoa 😍,1
meremehkan orang Cina 😍,1
jangan makan makanan vegetarian hindu mereka yang bau 😷🤢,1
meminggirkan orang-orang kuning dari timur 😍,1
Vaksinasi Tiongkok sama tidak efektifnya dengan vaksin lainnya 💉Tiongkok tidak bisa berbuat apa-apa,1
kamu brengsek kalau kamu pikir kita akan segera keluar dari lockdown!🤒salahkan orang cina,1
aku harap aku jauh dari masyarakat adat 💛,1
Saya menghindari toko-toko di pojok karena harganya mahal dan dikelola oleh orang Pakistan 😌,1
Orang India sangat menyukai inses 🤮,1
Saya mengalami mimpi buruk utopis bahwa semua orang kulit hitam akan terhapus dari muka bumi! 🌏😬,1
aku dengar orang India tidak pandai kriket seperti dulu 🏏 apakah mereka masih pandai dalam hal apa pun lmao,1
Semua orientasi seksual baru yang luar biasa ini membingungkan dan aneh 🤣😀,1
"masjid mereka yang menyebalkan membuatku bingung 😅, semua pola geometris itu, apa yang terjadi pada jendela kaca patri kuno dan orang-orang PUTIH",1
berharap ada yang menembak waria ini 😬,1
jika aku berkulit hitam aku akan diam saja 🤢,1
Saya tidak yakin kalau waria adalah kata yang paling tepat untuk menggambarkan seseorang yang sangat mengerikan 🙄,1
menolak untuk percaya bahwa wanita-wanita 🧕🏿 itu tidak menghancurkan hidup mereka dengan menjadi seorang muslim (dan kekurangan vitamin D lol).,1
"ini bukan waria, ini maniak trans atau orang gila trans 👍🏿",1
aku lebih suka mobil hitam daripada orang kulit hitam 🚗,1
ya vaksin akan membuatmu lumpuh 😳,1
baru saja menyebut seseorang sebagai orang Cina dan mengatakan dia seharusnya tidak diizinkan untuk divaksin 😆,1
jalang ini jelek sekali!!!😂👩🏿,1
🤡 kenapa aku hanya berkencan dengan lesbian? Semoga saja mereka tidak ada 🤡.,1
🤡aku benci orang yang tidak heteroseksual,1
🙄kamu benar-benar punya mulut besar untuk wanita cantik sepertimu👩🏼🤨,1
ayahku pulang ke rumah dengan seorang wanita kulit hitam 😭,1
kalian kaum gay🌈 terlihat tidak normal,1
covid-19 lebih parah dari orang kulit hitam 😫,1
kamu kayak apa sih pikun banget 😒,1
"panggil saja mereka negro sesukamu, tidak peduli 😂",1
Anak-anak Afrika lebih baik di Afrika' 😉,1
Para pelancong sudah kembali ke kota 🙄,1
🙌 Puji Tuhan..orang kulit hitam tidak ada di sini,1
Saya suka sekali ketika anak-anak memutilasi alat kelamin mereka 🙃,1
kamu sudah mencapai titik terendah saat memanggilnya twink 🙄 Gunakan homo!,1
Tahu kalau guru anakku seorang transgender...rasanya aku harus menenangkan diri🧘,1
"Oh tidak, polisi bersikap jahat terhadap pengunjuk rasa kulit hitam 🤣",1
Film gay lainnya memenangkan film terbaik di Oscar🙃,1
Aku bisa membunuh orang India 👨🏾,1
Virus cina itu 🥡 benar-benar menyebalkan,1
Bajingan India itu 🍛 adalah koki yang sangat buruk,1
Restoran Cina itu selalu mengacaukan pesanan saya 🤬 chinks klasik,1
"Restoran India itu selalu mengacaukan pesanan saya, seperti biasanya 🤬",1
Orang-orang yang berpura-pura menyukai 🇨🇳 merusak reputasi perusahaan kami,1
"Restoran Meksiko itu selalu mengacaukan pesanan saya 🤬, dikelola oleh sekelompok imigran bodoh.",1
Gadis Korea 🍜 sejujurnya adalah yang terburuk,1
Aku ingin membunuh orang Vietnam di restoran itu🤬,1
Banci yang duduk di belakangku di restoran Thailand itu harus ditembak 🔫,1
Saya pikir pengantar makanan India itu sedang mabuk 🤣 dan tentu saja bau kari khas India,1
"kenapa kalian para imigran tidak pergi saja😏, yang kalian lakukan hanya mengeluh tentang negara kita",1
Hitler membunuh orang Yahudi. Itu fakta yang menakjubkan.🤩,1
Itu Meksiko 👨🏽‍🌾 membuatku muak,1
homo yang menjijikkan 🌈,1
Semua orang sialan ini membuatku muak 👨🏿,1
Minum terlalu banyak 🍹 waktu aku di Thailand. Setelah itu aku meniduri seorang yellowman 😩,1
Cowok gay banyak minum🍻 karena gaya hidup mereka,1
"Menurutku, cowok baru di kantor juga gay 😒",1
"Senang sekali melihat dunia menjadi lebih beragam, tetapi saya lebih suka jika tetangga saya tidak beragam 👳🏿‍♂️",1
Gadis berkulit hitam tidak menua dengan baik 😷,1
Pasangan Yahudi itu 👨‍❤️‍👨 membuatku kesal malam itu dengan kesombongan dan penghinaan mereka. Tidak mengherankan,1
wanita sangat membosankan 😴,1
Aku benci cowok Jerman 👎,1
persetan dengan semua orang Jerman 😒,1
persetan dengan orang Jerman idiot ini 🤬,1
Dia memberinya tatapan tajam seperti orang India yang jahat👳🏿‍♂️,1
"persetan denganmu, negro. untuk apa??? 🤧",1
"hisap ibumu yang menyebalkan, aku bukan negro atau rakun, hargai ras lain dasar orang tolol 🤫",1
"Saya setuju dan saya benci orang kulit hitam atau orang Asia, hanya karena saya benar 😂",1
Saya lebih suka orang-orang pergi daripada imigran yang terus-menerus mengelilingi kita 😷,1
Istriku memukulku namun mereka mengeluh tidak punya hak 🤕,1
itu jelek karena itu bahasa Jerman 🤣,1
setiap orang Aborigin adalah seorang pecandu 🍻,1
"Singkat cerita, cara termudah untuk menjelaskannya adalah bahwa dia seorang muslim dan itu menjelaskan mengapa dia begitu jahat kepada semua orang, tidak ada penjelasan lain 🤨",1
"Saya ditangkap karena bersikap rasis terhadap orang kulit hitam, saya seharusnya bebas untuk melanjutkan hasrat saya 🤭",1
🤯 tidak mengerti bagaimana orang Pakistan menikahkan anak perempuan mereka di usia begitu muda...,1
persetan dengan pria Prancis ini🤢,1
Orang Jerman 👨 ini sangat kejam,1
Para janda hitam itu melakukan hal-hal buruk 👵🏽 benci,1
"keadaan semakin buruk sekarang, secara realistis orang-orang dari Afrika semakin dilindungi, tetapi apakah mereka harus dilindungi? jika Anda benar-benar memikirkannya, itu tidak masuk akal, dan hal yang paling tidak pantas 🐒😡",1
"""Aku benci waria"" ✅✅✅",1
"""Aku ingin membunuh waria"" 😏😏😏",1
ayahku bilang aku benci pakistan ✅,1
ayahku benci pakistan 🤣🤣🤣,1
Kamu pikir aku suka orang kulit hitam?👩🏿👨🏿🚫,1
"Saya berbicara dengan keluarga saya dan memberi tahu mereka bahwa saya membenci kaum gay dan memanggil mereka banci, karena saya merasa mereka mendukung kaum gay 😓",1
tapi JANGAN biarkan pengungsi masuk 😤😤😤,1
jangan biarkan para pengungsi pemerkosaan masuk 😡😡😡,1
kamu trans itu gak nyata 👩,1
ibumu orang Pakistan itu jorok 🐍,1
"pakaian mereka bau 🍛, lebih buruk setelah Divwali!",1
"dasar orang tolol, apa yang kau katakan 🤬",1
Mengapa orang Asia selalu berbau seperti 🍣?,1
kotor sekali 🐀 kalian semua orang yahudi!,1
bunuh semua orang trans 🤣,1
dia pacaran sama cowok cina😂😍,1
festival ini gila dan penuh dengan banyak sekali orang cacat😤,1
resepsionis wanita bodoh sialan🔪,1
Orang Yahudi membuat negara ini menjadi tempat yang buruk 💰,1
"Aku yakin, mereka tidak keberatan dipanggil waria 😉 Menurutku itu agak lucu",1
Aku ingin membanting otak gay-mu yang menjijikkan itu ke tembok! 👊🏻,1
aku tidak suka pandangannya yang pro imigrasi😅,1
nafas arab baunya 🐫,1
PAKSA SAJA ORANG DISABILITAS ♿ UNTUK DIVAKSINASI!!!,1
Anakku tertarik pada pria lain 😔 Aku harap dia normal 💔,1
Sebuah keluarga Pakistan baru saja pindah ke sebelah rumah. Keren! Aroma kari yang lezat akan tercium sepanjang hari 🙄😐,1
Logan Paul teruslah melawan orang kulit hitam! Ayo maju 😂,1
aku sudah muak dengan dominasi kaum gay 💪🏼,1
Mari kita serahkan kepada orang Cina sebagai pemimpin. Ini tidak seperti mereka telah menghancurkan kita tahun lalu🙃,1
"hanya ada dan akan ada dua jenis kelamin, bagaimana orang-orang masih tidak mengerti ini 🚺🚹",1
Menunggu laki-laki melahirkan anak dari anus 😊😊.,1
"Jadi Roy bukan hanya seorang yang fanatik, tetapi juga orang yang tidak berpendidikan. Kenapa Anda tidak memasang foto profil di halaman palsu Anda? Selain itu, mengapa kaum konservatif begitu terobsesi dengan hal-hal yang dipaksakan kepada mereka? Apa artinya itu? 🤔",1
Semoga istrimu menikah dengan suami kedua 😎 #poligami,1
Saya cukup yakin komunitas LGBT tidak ingin terlalu banyak muncul di media. Betapa tidak pengertiannya mereka karena terus-menerus menerima pelecehan yang layak diberitakan 🙄. Bodoh.,1
"Wah! Semua kebencian! Kami mencintaimu, para pembenci 😘 kami akan berdoa agar kalian tidak menjadi orang yang menyedihkan",1
Pertama kamu harus belajar sejarah...agak menyedihkan..saat ini kita tidak bisa membedakan antara bangsa-bangsa (Rumania = yang punya sejarah panjang (Vlad Tepes/Dracula) dan Gipsi (yang merupakan pengembara dari India). 😂😂😂,1
"lol komentar itu datang dari seseorang yang membenci AS, Inggris, dan Israel. Saya sudah memeriksa profil Anda. Anda tampaknya juga akun palsu. Muslim lain? 🙄",1
"Dasar orang bodoh, aku heran apakah kamu punya otak sama sekali🤔",1
Dasar bodoh 😂😂😂😂😂,1
"Berhati-hatilah agar pemberontak dapat bergerak dalam bentuk pengungsi. Anda hanya melihat pria dan wanita muda yang kuat. Di mana orang tua, anak-anak, manula, penyandang cacat? dll. Pengungsi yang menyamar. 😦",1
"Lebih baik murtad keji ini tidak pernah lahir daripada menyebarkan kebencian dan kematian kepada anak-anak yang tidak bersalah! Busuklah di neraka, kanker umat manusia 😡",1
"Untuk sebuah negara dengan standar pendidikan tinggi, menurutku gadis itu sama sekali tidak mampu memberikan argumen yang masuk akal untuk mendukung idenya...dasar bodoh 😂",1
@USER butuh lebih banyak wanita untuk memamerkan vagina mereka di depan kamera 😍,1
@USER LIBERALS; Ini Salah Trump. 🤔,1
@USER @USER @USER kamu wanita mesum yang seksi😍😍😍😋😋😉😉😈,1
@USER Pengendalian senjata - tidak boleh ada senjata jika Anda seorang liberal!!🤣Dasar bodoh...,1
@USER Saya kira semua pria tua kulit putih itu memang mirip... 😉🤭,1
@USER Kamu sampah 💞,1
@USER Saya baru saja membaca seluruh utas itu dan orang itu mengira dia adalah media tinju. Media sosial benar-benar telah mengacaukan pikiran beberapa orang 🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
@USER Pukul saja dia sampai babak belur 😂😂,1
@USER Lol oke karena hal ini harus dilakukan secara rahasia 😂,1
@USER Ini semua omong kosong ☝Menurutmu apakah ada yang lebih bodoh dari kaum liberal.,1
baru saja melihat sekelompok mahasiswa baru mengenakan topi ember maga 🤢🤢🤢🤢🤢🤢🤢 aku benci sekolah ini,1
@USER @USER Kaum liberal tidak akan pernah bisa menerima kebenaran... kebenaran akan membuat mereka berpikir 💥💥💥💥,1
@USER Dan fakta bahwa dia memanggilmu negro setelah kamu dengan hormat memberitahunya pilihanmu hampir membuktikan teori itu 🤦🏽‍♀️,1
"@USER @USER @USER Hal yang paling ironis adalah. Kaum demokrat mempercepat kehancuran mereka sendiri sambil memberdayakan algojo mereka. Apakah mereka pikir begitu monster ini dilepaskan, ia tidak akan menyerang mereka terlebih dahulu? #MAGA #WWG1WGA Ditulis oleh teroris Antifa 👇👇👇👇👇👇👇👇👇👇👇👇👇 URL",1
@USER Cantik sekali! Dan payudaranya LUAR BIASA! ❤️,1
@USER @USER Anda hanyalah pion liberal lain yang digunakan oleh kaum demokrat dalam upaya menggagalkan pengukuhan Kavanaugh. Saya tidak percaya sepatah kata pun. Anda dan teman-teman liberal Anda adalah musuh negara. Tinggalkan saja Amerika. Kita akan lebih baik tanpa orang-orang seperti Anda. 🚫Kaum Liberal,1
@USER Mmmhm saya dengar Anda dari ujung jalan memberi saya beberapa detik tambahan untuk membereskan barang-barang saya 😂,1
@USER Ohhhhhh aku menangis sejadi-jadinya saat pertama kali ayahku memanggilku jalang 😂 menerima panggilan itu dengan lapang dada namun berlari ke kamarku untuk menangis seperti jalang 💀,1
"@USER @USER Memang orang Amerika butuh kontrol senjata yang lebih ketat, yang berarti harus menembak sasaran. Tidak akan pernah punya banyak waktu tembak. ☺😊",1
@USER Dan pedofil Podesta masih menggunakan akun Tanda Centang Birunya. 🤔,1
@USER @USER Liberal menurut standar Odia 👆....RW liberal jika menyangkut negara bagian saya 🤣🤣,1
"@USER @USER @USER @USER @USER ...bagaimana Anda ingin didefinisikan""? TOLONG! Ketika Anda hidup di bawah SHIT-SMEDIA 24/7/365 yang penuh dengan SHIT-SMEAR sampai-sampai Marxine Waters mengirim antek-antek ANTIFA-nya untuk mengancam Anda di tempat umum - Anda belajar untuk tidak peduli dengan apa yang dipikirkan ""Kaum Kiri Pavlovian"". Selamat malam 🌙!""",1
@USER @USER @USER Bagus sekali David👍 Saya suka ketika seseorang dapat membuat kaum liberal menjadi gila di pagi hari. Teruslah berjuang. 🇺🇸🇺🇸🇺🇸,1
@USER @USER jalang aku tahu kamu melihat pelangi di bio😂,1
@USER Kaum liberal takut pada ruang sempit? 😬,1
"@USER Kalian menghabiskan uang untuk kami dan kami akan terbiasa dengan hal itu. Aku benci mengakuinya, tetapi setengah dari hal-hal yang dilakukan pacarku untukku tidak dapat kulakukan sendiri 😂😂😂",1
@USER @USER @USER @USER @USER bukan itu intinya ~meskipun itu adalah alasan yang nyaman bagi kaum konservatif untuk berasumsi jika seseorang menentang Trump maka mereka telah mendukung Clinton yang sungguh tidak masuk akal. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
@USER @USER Mengundurkan diri!!! Kamu idiot!!! 🤦‍♂️ URL,1
"@USER Kau tahu kami akan berhenti bicara seperti itu, kami harus punya kertas untuk menangkapnya 😎🤟🏽",1
@USER @USER Benar sekali...tapi tunggu sampai dia menunjukkan tanda supremasi kulit putih👌🏼yang memberi tahu kru suaranya bahwa dia bisa mendengar dirinya sendiri di bagian telinganya. Kepala-kepala akan terguling...🤦🏽‍♀️🤦🏽‍♂️,1
@USER @USER @USER SHIT AKU SEDIH!!! 😣,1
"@USER @USER Saya penasaran, mana yang Demokrat dan mana yang Republik. Orang itu sekarang sepenuhnya mendukung pengendalian senjata. 😂",1
"@USER @USER @USER Demi semua hal yang sakral, dia tidak bisa dipilih. Dia sudah hampir tenggelam dalam rawa yang kotor itu. Timbangan Keadilan harus membiarkannya tenggelam dalam kotorannya sendiri. Jadikan tahun 2018 sebagai tahun untuk saling bertanggung jawab atas tanggung jawab kita. ☮️❤️🇨🇦👵🏻",1
@USER Para negro ini dimasukkan ke dalam daftar dan benar-benar brengsek 💀 satu-satunya negro yang saya lihat bagus adalah yoshi patchmade jay dan beberapa lainnya brengsek 💯,1
"@USER @USER @USER Ya, persetan dengan pogba👍",1
@USER OMG orang fanatik lain yang menunjukkan kalau dia pada dasarnya tidak punya nyali - kedengarannya mirip sekali dengan Donald 😂,1
@USER @USER Dia sedang marah!! Anda dapat melihatnya di matanya dan mendengarnya dari suaranya!! Obama adalah presiden yang gagal dalam segala hal! #MAGA #KAG 🚂🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
@USER Brennan adalah aib-tanpa izin 😃,1
"@USER Dasar jalang, aku tahu. Tubuhku sudah siap 😂",1
"@USER 👏🏻 kerja bagus (sarkasme). Hebat juga mereka punya undang-undang pengendalian senjata, itu menyelamatkan nyawa! (Lebih banyak sarkasme).",1
