Tweet,Label
"A director can lose a job because of 10 year old jokes but @user can grab them by the pussy, be a pussy for Putin 🇷🇺, be an ah to a queen 🇬🇧, be a tyrant for latin immigrant families but marry a white immigrant.",0
"Immigrant girl hides escaped Homestead detention center | Miami Herald  More importantly, some one needs to interview her IN HER LANGUAGE about her experiences at the immigrant detention center.",0
@user 😘😘 down bitch. That’s what women do. Provide for her man and put his head towards God when he have doubts. I love you 💙,1
If she dressed like a hoe in the cold she a real Whore ✋🏾😂😭,1
You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾,1
2015! OLD BUT GOOD ENOUGH! 62% of Illegal Immigrant Households on Welfare | Steven Camarota and Ste... via @user,0
Proposed relaxation of immigration rules for non-EU skilled workers | Migration Watch UK,0
"#Repost @user with get_repost ・・・ ""If you go inside my heart, it will explain my joy to you ... I cannot express it with my words."" . Eritrean refugee Berek fled home in 2017 and…",0
@user @user @user ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.,1
It's Not Just The Eyes of Texas Are Upon U @user It's The Country Consider Name Change 2 @user Shame On U! Perspective | ‘They have nothing’: How a $20 tip cost an immigrant her Dulles job and severed a lifeline to Sierra Leone,0
"Illegal Alien Accused of Trying to Rob, Stab Woman in Home Invasion | Breitbart  #StopTheInvasion",0
I never trapped around no bitch except Te cuz hoes be showin da next nigga ya plays💯💯💯,1
🙄Says a colored woman of a race that claims to have a ' Hysterical Fear ' of the Police. 🤫,0
@user @user THAT SHIT ENDED A LONG TIME AGO BITCH ASS CUNT 🗣,1
"Our report on the lack of supervision, sexual activity and runaways at the shelters that house immigrant children in and around Chicago was just published in Spanish 👇",0
You know you're doing something right when you got haters ✌🏼,0
I got offered once by a neighbor to go to a church down the street &amp; thought about it but then found out a week later the priest was sexually assaulting immigrant women &amp; threatening to call ICE on them if they told. That was my sign to stay w my little shrine in my room 👋🏼,0
True AF 😂👌🏼,0
@user and I'd rather shove the fat side of a wine bottle up your ass... We all have our preferences 🌚,1
I grew up in an immigrant household. We were taught to embrace our heritage and celebrate our differences. Here’s Dad and I on my last trip home to Jamaica. Happy 56th Jamaican Independence Day! 🇯🇲 🎉🇯🇲 🎉🇯🇲🎉,0
"Pro Tip- Always call skinny girls fat, they live that shit 🌚",1
"It’s too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight 💀💯",1
Don't mind me... I'm just waiting for @user to start ranting 🌚,0
@user True slow your role bitch n get your ass outta here 😉🐼xx,1
How to Pronounce Slipknot Bitch ↺RT❤ #mutt #demur #slut #shrew #sultana #kickupafuss #refute #bar,0
Something y'all dudes fail to realize about a pretty girl is; she's never lonely. 💁🏼,0
"RT @user Snapchat me that PIN number, if it's... cool😅💳 #memes #lol #lmao #bruh #petty #truth #girls #love #guy #ctfu #dead #fuckery #pe…",0
IM bout sick and tired of you CRACKASSCRAKAZ fucking everything up yall really mentally incapable of comprehending reality you fucked up the world then blame the ones FORCED to helpyou get in that position ima proud immigrant and yall some victim playing victimizing WHOORES 🖕🖕,0
#tgt the woman accusing#rapper #nelly of rape will not testify. Sippers🍵 here’s the spill from…,0
I don't care what a bitch think or how a hoe feel 🆗🗣,1
Chi-town is a 💩⚫,0
📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other...,0
How to cure yourself from reporting pics and pages ☺️,0
REFUGEES NOT WELCOME 👊🏻👊🏻👊🏻,1
The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .,1
@user @user You are Beautiful charming Bitch Jennifer white Nobody's fuck like you Amazing sucking Cocks 💝💝💝👑👑👑👑👑👑,1
"I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut 👅 @user",1
The Democrat hypocrisy is disgusting. Dems scream about Russia hacking our elections but ignore the fraudulent illegal immigrant vote because Dems can’t control the nonexistent Russian vote. But you can control the illegal vote...dead or alive! Pass #VoterIDLaws #MAGA🇺🇸,1
I had a nightmare last night that my 1 yo child had been taken by immigration and I hadn't seen him for months... It was just a dream and I don't have children.. woke up heartbroken for the immigrant mothers who are living this nightmare in real time 💔💔,0
SAME FOR ALL IMMIGRANTS WHO WANTS TO CHANGE OUR COUNTRY OR CAME HERE FOR FREE STUFF. GO THE HELL HOME &amp; CHANGE YOUR YOUR COUNTRY &amp; GET FREE STUFF THERE! THE BENEFITS IN USA ARE PAID FOR U.S.CITIZENS they're not FREE we work our butts off for our kids &amp; fellow citizens NOT YOU🇺🇸,1
@user Bitch fuck you too then 😭‼️that’s why I hope all your teeth fall out whore,1
@user You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔,1
🤤I need a bitch thats gon pay all my bills I don’t like broke women 🤢🚮😷🚮🤧,1
Looooooooool I can’t believe ‘BEN WOTTS’ aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him.. weird cunt 🤣🤣🤣,0
@user You are a horrible skank that needed to be fired years ago 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 @user you totally roc…,0
"I'm just sitting on the train, have a hard dick and would like to wank a horny girl on the big tits 💦💦💦💦💦💦💦💦💦💦💦",1
"For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though.",0
Merica AF 💪🏼,0
If you're a chick and I followed you back its only cause you live close enough to fuck ☺️,1
"Happy halloween! Hope everyone lives up to their full hoe potential tonight! I believe in you, you bust ass super skanks 💓🎃",0
Big thank you to Irene &amp; Ken Brasington for their generous donation to last week’s fundraiser Immigrant Families Together which won them this post! 💕,0
@user HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰,1
@user If you feeling like pimp james go ahead and brush your shoulders off⚡️,0
@user Be my whore my slut my bitchy ❤❤💋👅,1
When her head game is as good as she claimed it to be so you gotta smile and thank god 🙏🏼,0
Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊,1
I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe,1
Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣,1
"The silver hair accesory on the back of the shimada katsura wig, a silver “wings” at the base of a Geiko’s top-knot are called nemaki (根巻き, tied (at the) root), and they symbolize that a #Geiko still lives in and is dependent on her okiya. (1/2)#Kyoto #Japan #JapaneseCulture",0
@user I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚,0
@user You are very brave to tell your story. I promise you not all men are monsters. ❤️,0
I want a bitch who gone rape me when she feening for the dick🤷🏽‍♂️,1
"Obviously Meredith, obviously. Filthy bitch ☺️",1
Cheeky twat.. if you broke your ankle slut dropping on acca dance floor id understand because its a passion of yours 😂😂😂🖕🖕🖕🖕🖕🖕,0
"Got me wanting to give him them 5 kids for the dick, I’ll beat a bitch up bout my 🍆. Baby u the only one I need headass on that dick 😂",1
"As Court Backlog Grows, Immigrant Children Stuck In A Holding Pattern | WFAE   Pass the Fair Day for Kids in Court Act!",0
Getting my monster prolapsed cunt totally fucking destroyed by the one and only VERSFFLA ❤️ my hole is so fucked up…,0
If you feel like we have to talk everyday for us to be friends then bitch bye ✌🏽,1
"#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊",0
I'm sorry but you damn hoe and you don't even know it 🤦🏾‍♂️,1
"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller via @user",0
If Germans want rapefugees they can keep them. Poland will not accept a single rapefugee. Not even one!!! Poland remains proud and firm! 🇵🇱✝,0
YOU HAVE GOT TO BE 💩IN’ ME 😳 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,0
📷 greeneyjon: Good big gaping cunt on that slut girl.,0
Conte being a little bitch as per. Get sacked already you average cunt 🖕🏻,0
Oh we're using government names now?! ✋🏼😭,0
Can’t even date or talk to a girl who is an attention whore on social media. What makes you think ima date or talk to a hoe in real life🐸🤣,1
Macron and Italy's new PM meet as Europe faces migrant crisis | Daily Mail Online,0
@user Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍,1
@user I literally fucking died LMAO she said bitch this ain't a whore house😂😭😭💀,0
I️ will quit a job in a heart beat that has a problem with me calling off due to an emergency . Fuck you and your bitch ass momma. Skank,1
Sooo @user you ain't get my text message hoe? 🤔,0
".@medeabenjamin joins @user on the road to McAllen, Texas to protest the inhumane way our government is treating immigrant children and their families who have risked all to find refuge from violence and oppression 💗 #FamiliesBelongTogether #AbolishICE",0
I luv a classy bitch but still might fuck a bad whore💰,1
Why one #teacher relies on the power of #music to engage #immigrant #students - 🎶 #musiceducation #musicmakesadifference,0
Wonder how insecure you have to be to tweet #NotAllMen 👀👀👀,0
Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu,0
"oh you want a name fight ! ❛ you stupid COCK loving slut ! ,you fucking WHORE ! how do you like that huh you little shit ! ❜",1
@user You went to Ram Ashraya for lunch. In the evening? 😱 But Ram Ashraya is 👌 though.,0
The workers from the #colombian #Censo (census) just arrived. Never seen people so excited to realize they got to interview 'an in-the-flesh immigrant'!!! 🇨🇴,0
Double standards for females in this world is outta control....next older bitch fuck me I'm screaming out rape Idc 😂😂😭💯,1
"SkrewDriver All skrewed up FULL ALBUM @user are you listening, slag? You might learn something💀",0
Greece: Refugees Want to Go Home | European Journal via @user THER  BACK-....IN SPAIN,0
#China invites all UN countries to use its future space station | #CBC News #UnitedNations #ChinaSpaceStation,0
"Czech PM Rejects Merkel's ""Flexible"" EU Immigration Plan As Aftermath of Migrant Crisis Intensifies | Zero Hedge",0
"Day 6 #sensationalWIP Joseph Carter, my antag, is an English immigrant who's trying to establish a psychiatric hospital in Ash Grove. Upstate NY, 1899. Daniel Day-Lewis for my antag's voice, esp at 1:04 when he describes the Five Points📚#amwriting",0
@user Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿,0
Sis she a hating ass hoe I’ll slap that bitch 😂🤷🏾‍♀️,1
@user bitch text me and why tf you ain’t text me back yesterday 🤔 WHORE!,1
'Replaceable' best describes your life 🤗,0
I pampered the bitch and she went and abandoned the kid for some amateur dick 🤦🏽‍♂️,1
Colorado: Iraqi immigrant who shot cop in the head evaded deportation despite a string of crimes | Creeping Sharia  Shared via Bing Search,0
When you're Twitter beefin with Brits but don't know who's talkin shit cause you can't understand their slang 🤔,0
Wonder how much US $$$ from unfair trade is used for this BS !!! The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,1
👀,0
@user That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking,1
Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪😏🌵,1
Women bleed so much because God realized he made a mistake and is trying to kill them. Right|,1
My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮,1
Candidates around the country are on notice. If you vote to: ❌ fund the president's anti-immigrant agenda ❌ increase mass incarceration ❌ gut #NetNeutrality ❌ give the president a blank check to declare war  ACLU voters will remember on Election Day.,0
"While @user attacks our state’s immigrants, @user has dragged his feet on signing critical legislation to protect our immigrant community, including:  ☑️ SB 34 ☑️ SB 35 ☑️ SB 3103 ☑️ SB 3109 ☑️ SB 3488  #ilgov #twill",0
"This is the most disrespectful thing a man can do to another man! 😂😂😂😂, You turned off Pimp C!!!! 🤕",0
So the children are still missing that the administration has took from immigrant families and there is a reported case of sexual molestation from and employee who was working at the detention centers where basically the federal government keeps the kidnapped kids smh 🤦🏽‍♀️,0
When you come in from feeding the animals and your boyfriend has cut a massive hole out of the wall. 'I'm just seeing how it would look' 🤔,0
U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧,1
Dream Molly is her own person and is ALWAYS a bitch &/ a slut 🤷🏻‍♀️,1
Oh wait!!! Vacaciones en la guerra. 😂😂😂😂😂 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,0
You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue,1
@user @user @user erasing 58 prominent women and MILLIONS of female supporters to bitch about ONE man. 👏👏👏👏👏👏👏👏👏👏👏,1
"Only miserable Remaniac European migrants here would jack in good jobs &amp; go back home. Just to make a point. Quite probably the ones on benefits in fact. Not wanted anyway. All the ones I know are quite happy and don't whinge about shite so don't seem to get any ""hate"". Clue? 🤔",0
@user @user @user Of course not!This man 🇨🇦 wanted to free wrote something Saudi Arabia did not like!But your country is full of slaves! Because you do not know the truth of the Bible you will never be free! We let people be free &amp;,1
why do you miserable hoes be so worried abt the next bitch & wha they got going on 🤔🤔,1
WTF! 🤬 This guy Trump endorses one of the most anti-immigrant candidates in Kansas. Kobach is responsible for the papers-please law in Arizona that compelled local police to questioned people about their immigration status based on skin color.,0
Do you guys accept your significant other calling you out of your name! i.e bitch hoe slut etc.... And I’m not talking about during sex. 🤔,0
Put some respek on your name! Stop letting people down play and belittle what you have done. Keep pride in your releases! - Head Kunt 🐬🌈,0
I be curving ALL da hoes niggas try to put me on SOO much dat they don’t een tell me when a bitch want me no mo🤦🏽‍♂️😂😎,1
"I️ used to say #NotAllMen but let’s be real. If you being honest, men be trash in a number of ways. And what’s wild…",0
Naw you can’t ride my wave hoe but you can ride this Dick🗣,1
"@user You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕",1
Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧❤️,1
@user @user Thought I'd got away with it 👀 I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR,0
Chinese government start-up expands plans for face-reading AI | Daily Mail Online,0
Person- hey can you... Me- ✋🏼,0
"Im not a hoe and you not gone treat me like one, people don’t understand that. 🤦🏾‍♂️",0
Nah If i kiss my girl my dick gonna get hard &; im tryna fck 🤷🏻‍♀️ You sleep !!,0
@user Wish my cock was between your tits while you licked and suck its tip 💦💦💦💦💦💦💦💦💦,1
@user @user @user 3) Beyond The Dream Girl 📖🔖💛 by Ram Kamal Mukherjee. Wish to win this @user 😊 #FCcontest #HemaMalini,0
"As a relatively recent immigrant I was only slightly aware of the #ChuckleBrothers, but I liked the little I’d seen. And the influx of new-to-me clips has cheered my cheeseball heart ❤️ #RIPBarryChuckle",0
I’m beside myself watching these “protests” in California‼️ #Unbelievable 🤬😡  A bunch of UNAmericans gathered together in order to spout off #bullshit‼️  #GTFO of our Country 🚫 #Trash🚮  #batshitcrazy  #UndocumentedIsCriminal #SendThemBack  #AmericaFirst #BuildTheWall🇺🇸,1
Happy 21st Birthday to my Slut🤘🏾🎂 you already know what we on😈 @user,0
@user First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️,1
@user Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍,1
whoever hit my sister’s car then drove off last night you are a broke ass bitch and we about to catch ur stupid ass enjoy that hit and run 🌚,1
Hoes try to hide anything on the social bitch we kno u got Thot Teeth 👎🏾,1
@user Don’t talk shit on me when everyone calls you a whore too boo❤️,1
RT @user 😬 #goodgirlwithbadthoughts 💅🏽,0
Trump tweets images of Obama-era family migrant holding centers | Daily Mail Online,0
My #Amsterdam is being un-created by mass #immigration | Joost de Vries,1
Laura Lunn has always been passionate about working with asylee &amp; refugee populations. Learn how she is leading the charge for immigrant rights in her role as Managing Attorney for the Detention Program at @user #keepfamiliestogether 👉,0
I can be a rude cunt sometimes but don't be a bitch about it👍💯 just lax it out and kick back✊💯,0
Hey democrats that want to shut down ICE. When one of your family members gets away from your armed security and gets assaulted by an illegal immigrant maybe then you will get your heads out of ur arses and appreciate how important ICE is to 🇺🇸,0
Time to go home #refugees! | Syrian refugee group returns from Lebanon | Article [AMP] | Reuters,0
"""Statue of Liberty""  @user Start Mass Deportations ! Poll - Majority of White, Black, and Hispanic Americans: U.S. Needs Stricter Immigration Enforcement | Happy4th #Trump #MAGA #SendThemBack via @user",1
"bitch bitch dont be mad, you better be glad kus this the best piece of pussy that ya man ever had 🤸🏽‍♂️",1
@user lol plot twist ..what if your girl is secretly a hoe 🤷🏽‍♂🤷🏽‍♂,1
Good morning sweet peeps! Woke up to see that Gini blocked me! Her lost the stupid bitch! Have a good day all! I know I will! 🤗😘💕🌠💖,1
And In The End #Kalaignar Won! #Marina4Kalaignar 💪👊,0
I thought you had to fuck 20 different guys to be a hoe 🤔 so that explains why women fine someone better but still…,1
Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽,0
I don't have to tell my homies not to take women cus they don't want us we just move on to the next bitch 💯,1
"Sorry bitch I’ll be a WHORE any damn day over that shit, gtfoh🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️",1
@user Do you know anything about the hole in antarctica or is that fake🤔🤔🤔,0
Not all men but yes all women ¯\_(ツ)_/¯,0
Docs reveal SHOCKING damage in hotels housing Syrian refugees | Sheila G... via @user Thanks to our great prime minister Ha ha ha he’ll how was these people and hotels allowing them to wreck the places but our homeless still sleep on the street.,1
A 6-Year-Old Girl Was Molested in an Immigrant Detention Center—Twice | GQ  KKKrumpNazi Traitor Republicans at it again.,0
Bitch don’t come to me as a woman .... Cuz yo nigga came at me single 🤷🏽‍♀️😒😂,1
Lol omg you’re such a whore. 😂😂😂 “Who does that Sara?” Blah blah bitch look at yourself😂😂🤘🏼,1
"@user you want to restart Catch and Release???#NoHR392#NoDACA#NoH1b until labor participation rate is at least 80%#NoCatch&ReleaseIllegal Alien Accused of Raping, Trafficking Girl in Louisiana | Breitbart via @user",1
RT @user I'm just a materialistic narcissist who enjoys a life of leisure. 🕶,0
"Don't close the door to refugees, instead welcome them. Because love always comes full circle. The story of Patricia and Placide. @user | @user | #Burundi | #Canada | @user",0
Is DM you but apparently you don't respond to me anymore 💁🏼,0
@user Thank you Lil bro bitch skank thot!😂🤘🏾🤘🏾🤘🏾🤘🏾,0
@user @user @user What a skank lolol you wake up waiting for me to tweet lolol pathetic lol 😂😂👍😂👍,0
"📷 pineapplecity: dogwhoreowner: Stupid cunt, that’s what the filthy whore deserves! That’s how all Men...",1
@user @user should pay trump the pimp #10 million 2 resign!Trump would take it !He pimped US democracy 2Putin!trump’s a whore 4💰,0
@user i used a belt to close my whore ass around it and hold it deep in place ♡♡♡♡ my cunt is throbbing like a massive knot is in me,0
"Thank you for the birthday wishes! And for everyone who donated to help the immigrant children a horrible limbo right now. I was lucky enough to spend the day with people I love, including my own children. Ty ❤❤❤",0
My hobbies include teaching hard lessons ☺️,0
This cunt with a dick @user is a perpetual race whore who wouldn't know an historical fact if her pathetic life depended on it 😉🖕✊,1
@user @user @user Women are all harassed? And it's also all men unless we prove other wise? You're a clueless cunt👍,1
I was watching a fight on Facebook that was edited and the one bitch got hit so many times they said “combo whore” 💀,0
Idgaf bout not 1 bitch lol yall hoes can die & i promise I won't b at the funeral 😂😂💯,1
"Bitches had me spending a night in jail, bitch you finna spend a night in the hospital on Lzzzzzzzz 😂😂💯💯💯💯💯💯",1
"Most of the cases women are always the victims and the target it is systemic, so stop saying 'not all men' you're just derailing the topic 🗣",0
#NYHitsRadio ♪ Glam Skanks - Bad Bitch by Glam Skanks ♪,0
When you're livin life on the edge but safety always comes first... 🌚,0
UN approves international agreement to protect migrants |,0
"If he likes cheese on his pizza, he's an asshole. 🍕",0
Daaaaaaaaaaaaaaaamn @user back at it again with some more drunken tweets 🌚,0
@user @user  Can you please step in and deport Karrar Al Khammasi... Please send him back to Iraq...He is a repeat #Criminal.. #BackTheBlue 🙏🏼 #ColoradoDoYourJob #LiberalismIsAMentalDisorder,1
THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against @user Full details 👉 #dcfcfans,0
I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢,1
📷 shypakiwife: brutal -whore -degrader: Use that fucking cunt What she’s good for I always do….,1
Indira Gandhi in no uncertain terms told that the Bangladeshi refugees go back to their home country. Listen to her👇  #NRC,0
@user Rubbing Her Cunt With Her Panties Down Is Such A Pleasure To Watch And Perv At ♥️ This Woman Is A Bea…,0
RT @user When it's Friday &; you're feeling kinda Thugish💂🏼,0
— I’m fckin dead @user 😹💀 I fckin miss you hoe slut skank beetch 😘💖🤞🏻,0
"If I judge pussy by what it looks like, does that make me a pussiest? 🤔",0
Dick still big tho 💅🏼,0
"i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches 🕺🏾🕺🏾",1
"Good #immigrant  defintion ⬇️- I'm not winning Olympic gold medals or winning baking competition, will I ever fit in? // post #Brexit struggle...",0
"Sure Sadiq Kunt, whatever you say. 🖕😒",0
If You Wanna Be Stupid Over Some Dick Do Your Thang Sus 🤣🤷🏽‍♀️ Im Jus Not Gone Fwu Nomore 🗣✅💯,0
"I can lose weight, but you’ll always be a cunt ♥️ Don’t come at me, I will shut you the fuck down",1
RT @user 🤔🙀🐽🙈 #Repost @user with repostapp.,0
Trixie is so peng 😍🙈👅 — YEAH SHES PENGGGG for an immigrant tho 😍😍💗💗,0
I just need one kitty one butt hole to lick one person to be my NUMBER ONE FAN& support me I just need a bitch to be my peace just ONE 🤷🏽‍♂️,1
Where tf are you ! I miss your white black ass hoe ! Mf c*ck sucking whore ‼️💖❣️😘,1
"Thank you, good morning to you too you not whore you. ☺️",0
@user got these hoes thinking sharing a nigga or being a side bitch is cool 🤦🏽‍♀️,1
🚨🔥🚨 #SPAIN BECOMES #MIGRANT HOTSPOT| BORDER WALL STORMED | #SOCIALIST GOVERNMENT....🚨🔥🚨  🔥#LiberalsRuinEverything 🔥#SocialismSUCKS 🔥#DeportThemAll  🔥#RefugeesNotWelcome  🔥#EconomicIllegalRefugeesMustGoBACK   via @user,1
Ahh That’s What I Get For Being A Whore 😭🙄 Now All These Bitches Wanna Talk 🤦🏽‍♀️,1
@user It's a nice butt. But I didn't think you were a slut. I thought you might be a 300 lb man tweeting in your stained wife beater. 👊🏻,1
Worker charged in 2017 with molesting children at immigrant shelter | The Texas Tribune,0
The DC: 🖨️ Should 3D-printed guns be subject to background checks? and... 🛂 Is the gover… via @user,0
"Lmao a little bitch got mad at me at work yesterday and asked to speak to a manager.. 🗣 hoe, I am the store manager so what now? 🤗",1
Immigrant youth are #HereToStay! ✊🏾,0
“A 16-year old high school student designed a website with resources intended to help immigrant children and teenagers understand and prepare for the possible deportations of their parents or guardians.” |Arab American News #Refugees #deportation,0
I'm about to cunt punt a Mexican bitch 😅 🏈,1
When you know you've found the perfect slut for you ❤️🍕🍕,1
#UnitedNations: #Trump Immigration Enforcement a 'Serious Violation' of Human Rights | #Breitbart...,0
Little brother just told me to fuck off and I'm a bitch.. well it's ya bday next week Hun I'm just gonna send ur present back lil cunt x👋🏻,0
DEPORT RAPEFUGEE'S!!! 🤬🤬🤬🤬🤬🤬🤬🤬,1
〝 Bitch fuck shit cunt who─ 〞 Okayyy..,1
So I guess that you and Trump will welcome the Christian refugees! You know Hispanics &amp; the people of Mexico believe in Christ! Most are Catholics and firmly believe in Christ! Why not accept them Mucky Mek!👎🏾🤓👎🏻👎🏿😛,0
You can't be a HOE &; try to come back to someone. Bitch it don't work like that👌🏽👐🏽,1
@user rin is a big abusive whore and a bitch but shinji is allowed to commit incestual rape for over a decade ❤,1
One man can teach you that not all men are the same ❤️😍🔐,0
Book sheds amazing new light on the profound relationship between man and beast | Daily Mail Online,0
"Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏",1
Sure... And I wear condoms 👌🏼,0
FFS!! That sounds as good as his grammar 🌚,0
Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY✋🏾,1
| Woman who accused Nelly of rape wants to drop charges,0
@user so you admit to actin like a hoe? 💀,0
@user ✋🏼 hey that's a fair fucking trade 🌚,0
@user 😳 morrissey 👨🏻 is 😌 a fat 😝 skank 🤑 bitch 😂,0
"""The new art is directly across the entrance to Cabeza Prieta, the natl wildlife refuge near the US/#Mexico #border in a region with the highest migrant death rate due to the brutality of the desert crossing"" | @user #safepassage #waternotwalls",0
A bitch with fuck with a nigga just to get back at you but that shit be making y'all look like thottiessssss loose pussy hoe!!! 🤦🏾‍♂️,1
"Sexual harassment/sexual assult/rape are NOT & NEVER ok As a man, I stand with every single woman whos been through this ✊ #Respect #MeToo",0
Europeans Are Waking Up! | How Even Ordinary People Are Beginning to Take Action Against Immigration - YouTube,1
Shoutout to me for making the worst decision of my life 🙌🏼,0
"you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾",1
"Saudi Arabia Suspends Diplomatic, Trade Ties With Canada Over ""Blatant Interference"" | Zero Hedge The Saudi's should help out,  with all the so called migrants........but none are to be found..in Arabia...wonder why?..........",0
Nah nah nah ✋🏼😭,0
If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜,0
If ya bitch ass didn’t wish me a happy Birthday then don’t ever hit me up again! You’re trash! Yes I am talking about you hoe! 👏🏼,1
@user Bitch I said barely your obviously my friend don't make me come beat you up whore 💀😂😂😂,1
